Bauer;0;0;0;0;0;0
Springer;0;0;0;0;0;0
Laeufer;0;0;0;0;0;0
Turm;0;0;0;0;0;0
Koenig;0;0;0;0;0;0
Koenigin;0;0;0;0;0;0
